Bestellnummer,Hersteller,Werkstoff,Oesenform,d[mm] Drahtdurchmesser,De[mm] Ausserer Windungsdurchmesser,Detol[mm] (+-) Tolereanz fuer ausseren Windungsdurchmesser,Dh[mm] Kleinster Huelsendurchmesser,Oesenstellung,Oesensttol,L0[mm] Laenge unbelastete Feder,L0tol[mm] (+-) Toleranz fuer ungespannte Laenge,Lk[mm] Laenge der unbelasteten Feder,Lh[mm] Abstand der Oeseninnenkante vom Federkoerper,F0[N] Innere Vorspannkraft,Fn[N] Hoechstkraft bei statischer Belastung,Fntol[N] (+-) Toleranz bei statischer Hoechstkraft,k[N/mm] Federrate,Sn[mm] Groesster Federweg bei statischer Belastung,Masse,Preisgruppe,W[Nmm] Federungsarbeit,Ln[mm] Maximal zulaessige Laenge,Lr[mm] Relevante Laenge,Lf[mm] Freie Laenge,V[Nmm] Maximale potentielle Energie
Z-002X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.7,0.15,3.2,270,37,8.8,0.6,5.15,1.82,0.081,1.391,0.11,0.042,31.07,0.052,ZD,22.86752,39.87,33.11904762,6.750952381,23.03429762
Z-003AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.7,0.15,3.2,180,76,24.5,0.7,20.7,1.9,0.081,1.391,0.09,0.01,128.67,0.203,ZE,94.70112,153.17,139.1,14.07,96.74405
Z-003AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.7,0.15,3.2,270,76,24.5,0.7,20.75,1.87,0.081,1.391,0.09,0.01,128.99,0.203,ZE,94.93664,153.49,139.1,14.39,96.74405
Z-003I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.7,0.15,3.2,180,47,11.8,0.6,8.1,1.85,0.081,1.391,0.1,0.026,49.59,0.08,ZE,36.49824,61.39,53.5,7.89,37.20925
Z-003X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.7,0.15,3.2,270,47,11.8,0.6,8.15,1.82,0.081,1.391,0.1,0.026,49.9,0.081,ZE,36.7264,61.7,53.5,8.2,37.20925
Z-004I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,180,17,4.4,0.6,1.5,1.45,0.101,1.691,0.19,0.313,5.09,0.013,ZD,4.56064,9.49,5.402555911,4.087444089,4.567861022
Z-004X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,270,17,4.4,0.6,1.55,1.42,0.101,1.691,0.19,0.302,5.28,0.014,ZD,4.73088,9.68,5.599337748,4.080662252,4.734240066
Z-005I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,180,32,8,0.6,5.1,1.45,0.101,1.691,0.12,0.083,19.16,0.041,ZD,17.16736,27.16,20.37349398,6.786506024,17.22578916
Z-005X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,270,32,8,0.6,5.15,1.42,0.101,1.691,0.12,0.082,19.35,0.042,ZD,17.3376,27.35,20.62195122,6.72804878,17.43585976
Z-006AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,180,22,7.6,0.6,1.62,2.98,0.041,1.731,0.24,0.117,14.4,0.036,ZD,12.7584,22,14.79487179,7.205128205,12.80496154
Z-006AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,270,22,7.6,0.6,1.68,2.95,0.041,1.731,0.24,0.112,15.04,0.037,ZD,13.32544,22.64,15.45535714,7.184642857,13.37661161
Z-006BI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,180,28,8.6,0.6,2.62,2.98,0.041,1.731,0.19,0.06,24.85,0.055,ZD,22.0171,33.45,28.85,4.6,24.969675
Z-006BX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,270,28,8.6,0.6,2.68,2.95,0.041,1.731,0.19,0.06,25.5,0.056,ZD,22.593,34.1,28.85,5.25,24.969675
Z-006CI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,180,36,10.2,0.6,4.12,3.03,0.041,1.731,0.16,0.042,40.54,0.084,ZD,35.91844,50.74,41.21428571,9.525714286,35.67096429
Z-006CX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,270,36,10.2,0.6,4.18,3,0.041,1.731,0.16,0.041,41.2,0.085,ZD,36.5032,51.4,42.2195122,9.180487805,36.5409878
Z-006DI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,180,45,12.4,0.6,6.37,3.01,0.041,1.731,0.15,0.026,64.09,0.127,ZD,56.78374,76.49,66.57692308,9.913076923,57.62232692
Z-006DX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,270,45,12.4,0.6,6.43,2.98,0.041,1.731,0.15,0.026,64.74,0.128,ZD,57.35964,77.14,66.57692308,10.56307692,57.62232692
Z-006EI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,180,57,16.2,0.7,10.12,3.03,0.041,1.731,0.13,0.016,103.32,0.199,ZD,91.54152,119.52,108.1875,11.3325,93.63628125
Z-006EX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,4.2,0.25,4.9,270,57,16.2,0.7,10.18,3,0.041,1.731,0.13,0.016,103.98,0.2,ZD,92.12628,120.18,108.1875,11.9925,93.63628125
Z-006FI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,180,34,10,0.6,2.63,3.68,0.031,1.461,0.18,0.039,36.51,0.066,ZE,27.23646,46.51,37.46153846,9.048461538,27.36565385
Z-006FX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,270,34,10,0.6,2.69,3.65,0.031,1.461,0.17,0.038,37.48,0.068,ZE,27.96008,47.48,38.44736842,9.032631579,28.08580263
Z-006GI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,180,49,12.7,0.6,5.38,3.66,0.031,1.461,0.14,0.018,78.79,0.129,ZE,58.77734,91.49,81.16666667,10.32333333,59.29225
Z-006GX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,270,50,12.7,0.6,5.44,3.63,0.031,1.461,0.14,0.018,79.75,0.131,ZE,59.4935,92.45,81.16666667,11.28333333,59.29225
Z-006HI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,180,71,18.2,0.7,10.88,3.66,0.031,1.461,0.12,0.009,163.75,0.256,ZE,122.1575,181.95,162.3333333,19.61666667,118.5845
Z-006HX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,270,71,18.2,0.7,10.94,3.63,0.031,1.461,0.12,0.009,164.7,0.257,ZE,122.8662,182.9,162.3333333,20.56666667,118.5845
Z-006I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,180,41,11,0.6,8.1,1.45,0.101,1.691,0.11,0.052,30.89,0.064,ZE,27.67744,41.89,32.51923077,9.370769231,27.49500962
Z-006JI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,180,101,29.2,0.9,21.88,3.66,0.031,1.461,0.11,0.004,332.47,0.509,ZE,248.02262,361.67,365.25,-3.58,266.815125
Z-006JX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,270,101,29.2,0.9,21.94,3.63,0.031,1.461,0.11,0.004,334.1,0.51,ZE,249.2386,363.3,365.25,-1.95,266.815125
Z-006KI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,180,144,51.2,1.3,43.88,3.66,0.031,1.461,0.11,0.002,672.1,1.015,ZE,501.3866,723.3,730.5,-7.2,533.63025
Z-006KX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,5,0.3,5.7,270,144,51.2,1.3,43.94,3.63,0.031,1.461,0.11,0.002,673,1.016,ZE,502.058,724.2,730.5,-6.3,533.63025
Z-006X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.2,2.2,0.15,2.7,270,41,11,0.6,8.15,1.42,0.101,1.691,0.11,0.051,31.08,0.065,ZE,27.84768,42.08,33.15686275,8.923137255,28.03412745
Z-007I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,180,26,7.9,0.6,3.13,2.38,0.101,2.101,0.19,0.106,18.89,0.052,ZD,20.79789,26.79,19.82075472,6.969245283,20.82170283
Z-007X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,270,26,7.9,0.6,3.19,2.35,0.101,2.101,0.19,0.103,19.3,0.053,ZD,21.2493,27.2,20.39805825,6.801941748,21.42816019
Z-008I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,180,38,11.2,0.6,6.37,2.41,0.101,2.101,0.16,0.05,40.24,0.103,ZD,44.30424,51.44,42.02,9.42,44.14201
Z-008X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,270,38,11.2,0.6,6.43,2.38,0.101,2.101,0.16,0.049,40.65,0.104,ZD,44.75565,51.85,42.87755102,8.97244898,45.04286735
Z-009AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,180,56,18.4,0.7,13.62,2.38,0.101,2.101,0.14,0.023,88.1,0.215,ZD,96.9981,106.5,91.34782609,15.15217391,95.9608913
Z-009AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,270,56,18.4,0.7,13.68,2.35,0.101,2.101,0.14,0.023,88.5,0.216,ZD,97.4385,106.9,91.34782609,15.55217391,95.9608913
Z-009I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,180,48,15,0.6,10.13,2.43,0.101,2.101,0.15,0.031,64.88,0.161,ZD,71.43288,79.88,67.77419355,12.10580645,71.19679032
Z-009X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,3.45,0.2,4.1,270,48,15,0.6,10.19,2.4,0.101,2.101,0.15,0.031,65.5,0.162,ZD,72.1155,80.5,67.77419355,12.72580645,71.19679032
Z-010I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,22,6.8,0.6,3.12,1.83,0.18,2.611,0.22,0.221,10.97,0.041,ZD,15.308635,17.77,11.81447964,5.955520362,15.42380317
Z-010X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,22,6.8,0.6,3.19,1.8,0.18,2.611,0.22,0.217,11.2,0.042,ZD,15.6296,18,12.03225806,5.967741935,15.7081129
Z-011I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,32,10.1,0.6,6.38,1.86,0.18,2.611,0.18,0.107,23.35,0.08,ZD,32.584925,33.45,24.40186916,9.048130841,31.85664019
Z-011X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,32,10.1,0.6,6.44,1.83,0.18,2.611,0.18,0.103,23.59,0.081,ZD,32.919845,33.69,25.34951456,8.340485437,33.09379126
Z-012AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,44,15.6,0.6,11.88,1.86,0.18,2.611,0.16,0.055,44.32,0.147,ZD,61.84856,59.92,47.47272727,12.44727273,61.97564545
Z-012AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,44,15.6,0.6,11.91,1.83,0.18,2.611,0.16,0.054,44.56,0.148,ZD,62.18348,60.16,48.35185185,11.80814815,63.12334259
Z-012BI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,47,17.3,0.7,13.63,1.83,0.18,2.611,0.16,0.048,50.99,0.168,ZD,71.156545,68.29,54.39583333,13.89416667,71.01376042
Z-012BX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,47,17.3,0.7,13.69,1.8,0.18,2.611,0.16,0.047,51.23,0.169,ZD,71.491465,68.53,55.55319149,12.97680851,72.52469149
Z-012CI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,51,19.3,0.7,15.63,1.83,0.18,2.611,0.16,0.041,58.62,0.192,ZD,81.80421,77.92,63.68292683,14.23707317,83.13806098
Z-012CX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,51,19.3,0.7,15.69,1.8,0.18,2.611,0.16,0.041,58.86,0.193,ZD,82.13913,78.16,63.68292683,14.47707317,83.13806098
Z-012DI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,54,21.3,0.7,17.63,1.83,0.18,2.611,0.16,0.037,66.24,0.217,ZD,92.43792,87.54,70.56756757,16.97243243,92.12595946
Z-012DX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,54,21.3,0.7,17.69,1.8,0.18,2.611,0.16,0.037,66.48,0.217,ZD,92.77284,87.78,70.56756757,17.21243243,92.12595946
Z-012EI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,57,23.3,0.7,19.63,1.83,0.18,2.611,0.16,0.033,73.87,0.241,ZD,103.085585,97.17,79.12121212,18.04878788,103.2927424
Z-012EX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,57,23.3,0.7,19.69,1.8,0.18,2.611,0.16,0.033,74.11,0.242,ZD,103.420505,97.41,79.12121212,18.28878788,103.2927424
Z-012I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,180,41,13.8,0.6,10.13,1.83,0.18,2.611,0.17,0.064,37.65,0.126,ZD,52.540575,51.45,40.796875,10.653125,53.26032031
Z-012X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.75,0.15,3.3,270,41,13.8,0.6,10.19,1.8,0.18,2.611,0.17,0.064,37.89,0.127,ZD,52.875495,51.69,40.796875,10.893125,53.26032031
Z-013I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,19,5.9,0.5,3.13,1.38,0.251,3.221,0.29,0.467,6.39,0.032,ZD,11.09304,12.29,6.897216274,5.392783726,11.10796681
Z-013X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,20,5.9,0.5,3.19,1.35,0.251,3.221,0.29,0.457,6.52,0.033,ZD,11.31872,12.42,7.048140044,5.371859956,11.35102954
Z-014I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,28,9.2,0.5,6.38,1.41,0.251,3.221,0.24,0.219,13.58,0.063,ZD,23.57488,22.78,14.70776256,8.072237443,23.6868516
Z-014X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,29,9.2,0.5,6.44,1.38,0.251,3.221,0.24,0.217,13.71,0.063,ZD,23.80056,22.91,14.84331797,8.066682028,23.90516359
Z-015AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,39,14.7,0.5,11.88,1.41,0.251,3.221,0.21,0.115,25.77,0.115,ZD,44.73672,40.47,28.00869565,12.46130435,45.10800435
Z-015AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,39,14.7,0.5,11.94,1.38,0.251,3.221,0.21,0.115,25.9,0.115,ZD,44.9624,40.6,28.00869565,12.59130435,45.10800435
Z-015BI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,42,16.4,0.6,13.63,1.38,0.251,3.221,0.21,0.1,29.64,0.131,ZD,51.45504,46.04,32.21,13.83,51.874205
Z-015BX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,42,16.4,0.6,13.69,1.35,0.251,3.221,0.21,0.1,29.78,0.132,ZD,51.69808,46.18,32.21,13.97,51.874205
Z-015CI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,45,18.4,0.6,15.63,1.38,0.251,3.221,0.21,0.087,34.08,0.15,ZD,59.16288,52.48,37.02298851,15.45701149,59.62552299
Z-015CX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,45,18.4,0.6,15.69,1.35,0.251,3.221,0.21,0.087,34.22,0.151,ZD,59.40592,52.62,37.02298851,15.59701149,59.62552299
Z-015DI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,48,20.4,0.6,17.63,1.38,0.251,3.221,0.21,0.077,38.51,0.169,ZD,66.85336,58.91,41.83116883,17.07883117,67.3690974
Z-015DX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,48,20.4,0.6,17.69,1.35,0.251,3.221,0.21,0.077,38.65,0.17,ZD,67.0964,59.05,41.83116883,17.21883117,67.3690974
Z-015EI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,51,22.4,0.6,19.63,1.38,0.251,3.221,0.2,0.069,42.94,0.188,ZD,74.54384,65.34,46.68115942,18.65884058,75.18000725
Z-015EX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,51,22.4,0.6,19.69,1.35,0.251,3.221,0.2,0.069,43.08,0.189,ZD,74.78688,65.48,46.68115942,18.79884058,75.18000725
Z-015FI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,23,10,0.6,2.08,3.96,0.081,2.711,0.37,0.14,18.85,0.077,ZD,26.3146,28.85,19.36428571,9.485714286,26.24828929
Z-015FX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,23,10,0.6,2.16,3.92,0.081,2.711,0.36,0.134,19.7,0.08,ZD,27.5012,29.7,20.23134328,9.468656716,27.42358582
Z-015GI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,29,11.3,0.6,3.36,3.97,0.081,2.711,0.29,0.081,32.56,0.118,ZD,45.45376,43.86,33.4691358,10.3908642,45.36741358
Z-015GX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,29,11.3,0.6,3.44,3.93,0.081,2.711,0.29,0.079,33.41,0.121,ZD,46.64036,44.71,34.3164557,10.3935443,46.5159557
Z-015HI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,36,13.2,0.6,5.28,3.96,0.081,2.711,0.25,0.05,53.11,0.18,ZD,74.14156,66.31,54.22,12.09,73.49521
Z-015HX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,37,13.2,0.6,5.36,3.92,0.081,2.711,0.25,0.049,53.97,0.183,ZD,75.34212,67.17,55.32653061,11.84346939,74.99511224
Z-015I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,180,36,12.9,0.5,10.13,1.38,0.251,3.221,0.22,0.136,21.89,0.098,ZD,38.00104,34.79,23.68382353,11.10617647,38.14279779
Z-015JI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,46,16.1,0.7,8.16,3.97,0.081,2.711,0.22,0.031,83.95,0.272,ZE,117.1942,100.05,87.4516129,12.5983871,118.5406613
Z-015JX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,46,16.1,0.7,8.24,3.93,0.081,2.711,0.22,0.031,84.81,0.275,ZE,118.39476,100.91,87.4516129,13.4583871,118.5406613
Z-015KI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,58,20.9,0.7,12.96,3.97,0.081,2.711,0.21,0.019,135.35,0.427,ZE,188.9486,156.25,142.6842105,13.56578947,193.4084474
Z-015KX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,58,20.9,0.7,13.04,3.93,0.081,2.711,0.2,0.019,136.2,0.429,ZE,190.1352,157.1,142.6842105,14.41578947,193.4084474
Z-015LI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,180,71,27.3,0.9,19.36,3.97,0.081,2.711,0.19,0.013,203.88,0.632,ZE,284.61648,231.18,208.5384615,22.64153846,282.6738846
Z-015LX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,5.5,0.3,6.3,270,71,27.3,0.9,19.44,3.93,0.081,2.711,0.19,0.013,204.73,0.635,ZE,285.80308,232.03,208.5384615,23.49153846,282.6738846
Z-015X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.25,2.2,0.1,2.7,270,36,12.9,0.5,10.19,1.35,0.251,3.221,0.22,0.135,22.03,0.099,ZD,38.24408,34.93,23.85925926,11.07074074,38.42533704
Z-016I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,180,25,10,0.6,4,3,0.181,3.431,0.3,0.145,22.42,0.107,ZD,40.49052,32.42,23.66206897,8.757931034,40.59227931
Z-016X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,270,26,10,0.6,4.08,2.96,0.181,3.431,0.3,0.145,22.91,0.109,ZD,41.37546,32.91,23.66206897,9.247931034,40.59227931
Z-017I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,180,37,14.2,0.6,8.16,3.02,0.181,3.431,0.25,0.068,47.76,0.21,ZD,86.25456,61.96,50.45588235,11.50411765,86.55706618
Z-017X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,270,37,14.2,0.6,8.24,2.98,0.181,3.431,0.25,0.067,48.25,0.212,ZD,87.1395,62.45,51.20895522,11.24104478,87.84896269
Z-018AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,180,55,23.5,0.7,17.44,3.03,0.181,3.431,0.22,0.031,104.29,0.441,ZE,188.34774,127.79,110.6774194,17.11258065,189.8671129
Z-018AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,270,55,23.5,0.7,17.52,2.99,0.181,3.431,0.22,0.031,104.78,0.443,ZE,189.23268,128.28,110.6774194,17.60258065,189.8671129
Z-018I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,180,47,19,0.7,12.96,3.02,0.181,3.431,0.23,0.042,77,0.33,ZE,139.062,96,81.69047619,14.30952381,140.1400119
Z-018X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,4.32,0.2,5,270,47,19,0.7,13.04,2.98,0.181,3.431,0.23,0.042,77.49,0.332,ZE,139.94694,96.49,81.69047619,14.79952381,140.1400119
Z-019I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,22,8.7,0.6,4,2.35,0.221,4.191,0.34,0.283,13.98,0.086,ZD,30.83988,22.68,14.80918728,7.870812721,31.03265194
Z-019X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,22,8.7,0.6,4.08,2.31,0.221,4.191,0.34,0.277,14.29,0.087,ZD,31.52374,22.99,15.1299639,7.860036101,31.70483935
Z-020I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,32,12.9,0.6,8.16,2.37,0.221,4.191,0.28,0.133,29.79,0.168,ZD,65.71674,42.69,31.5112782,11.1787218,66.03188346
Z-020X,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,32,12.9,0.6,8.24,2.33,0.221,4.191,0.28,0.132,30.1,0.17,ZD,66.4006,43,31.75,11.25,66.532125
Z-021AI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,44,20,0.7,15.2,2.4,0.221,4.191,0.25,0.07,56.54,0.308,ZD,124.72724,76.54,59.87142857,16.66857143,125.4605786
Z-021AX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,44,20,0.7,15.28,2.36,0.221,4.191,0.25,0.07,56.85,0.31,ZD,125.4111,76.85,59.87142857,16.97857143,125.4605786
Z-021BI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,47,21.9,0.37,17.12,2.39,0.221,4.191,0.25,0.062,63.84,0.346,ZD,140.83104,85.74,67.59677419,18.14322581,141.6490403
Z-021BX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,47,21.9,0.7,17.2,2.35,0.221,4.191,0.25,0.062,64.14,0.348,ZD,141.49284,86.04,67.59677419,18.44322581,141.6490403
Z-021CI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,51,24.8,0.7,20,2.4,0.221,4.191,0.25,0.053,74.78,0.404,ZD,164.96468,99.58,79.0754717,20.5045283,165.7026509
Z-021CX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,51,24.8,0.7,20.08,2.36,0.221,4.191,0.25,0.053,75.09,0.405,ZD,165.64854,99.89,79.0754717,20.8145283,165.7026509
Z-021DI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,54,27.3,0.9,22.56,2.37,0.221,4.191,0.24,0.047,84.51,0.454,ZD,186.42906,111.81,89.17021277,22.63978723,186.8561809
Z-021DX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,54,27.3,0.9,22.64,2.33,0.221,4.191,0.24,0.047,84.9,0.456,ZD,187.2894,112.2,89.17021277,23.02978723,186.8561809
Z-021EI,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,57,29.9,0.9,25.12,2.39,0.221,4.191,0.24,0.042,94.4,0.505,ZE,208.2464,124.3,99.78571429,24.51428571,209.1009643
Z-021EX,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,270,57,29.9,0.9,25.2,2.35,0.221,4.191,0.24,0.042,94.54,0.507,ZE,208.55524,124.44,99.78571429,24.65428571,209.1009643
Z-021I,Gutekunst,EN 10270-1-DH,1/1 Deutsche Oese,0.32,3.52,0.2,4.2,180,41,17.7,0.7,12.96,2.37,0.221,4.191,0.26,0.083,48.03,0.264,ZD,105.95418,65.73,50.4939759,15.2360241,105.8101265
