Bestellnummer,Hersteller,k[N/mm] Federrate,Masse,Lr[mm] Relevante Laenge,V[Nmm] Maximale potentielle Energie,Fn[N] Hoechstkraft bei statischer Belastung,De[mm] Ausserer Windungsdurchmesser,d[mm] Drahtdurchmesser
Z-336HX,Gutekunst,4.71,1355.119,273.2484076,175835.3503,1287,70,7
Z-336I,Gutekunst,0.905,4972.355,1250.828729,707969.0608,1132,80,7
Z-336X,Gutekunst,0.901,4989.802,1256.381798,711112.0977,1132,80,7
Z-337I,Gutekunst,3.557,1761.655,361.8217599,232832.3025,1287,70,7
Z-337X,Gutekunst,3.525,1776.712,365.106383,234945.9574,1287,70,7
Z-338I,Gutekunst,2.92,2123.02,440.7534247,283624.8288,1287,70,7
Z-338X,Gutekunst,2.898,2138.077,444.0993789,285777.9503,1287,70,7
Z-339I,Gutekunst,2.415,2544.613,532.9192547,342933.5404,1287,70,7
Z-339X,Gutekunst,2.401,2559.669,536.0266556,344933.1529,1287,70,7
Z-340I,Gutekunst,2.104,2905.978,611.6920152,393623.8118,1287,70,7
Z-340X,Gutekunst,2.093,2921.035,614.9068323,395692.5466,1287,70,7
Z-341I,Gutekunst,1.828,3327.57,704.04814,453054.9781,1287,70,7
Z-341X,Gutekunst,1.82,3342.627,707.1428571,455046.4286,1287,70,7
Z-342I,Gutekunst,1.591,3809.39,808.9252043,520543.369,1287,70,7
Z-342X,Gutekunst,1.584,3824.447,812.5,522843.75,1287,70,7
Z-343HI,Gutekunst,8.01,1127.354,185.8926342,138397.0662,1489,60,7
Z-343HX,Gutekunst,7.91,1140.021,188.2427307,140146.713,1489,60,7
Z-343I,Gutekunst,1.408,4291.21,914.0625,588199.2188,1287,70,7
Z-343X,Gutekunst,1.402,4306.267,917.9743224,590716.4765,1287,70,7
Z-344I,Gutekunst,5.974,1482.027,249.2467359,185564.1948,1489,60,7
Z-344X,Gutekunst,5.921,1494.694,251.4777909,187225.2153,1489,60,7
Z-345I,Gutekunst,4.904,1786.033,303.62969,226052.3042,1489,60,7
Z-345X,Gutekunst,4.868,1800.509,305.8751027,227724.014,1489,60,7
Z-346I,Gutekunst,4.057,2140.706,367.0199655,273246.3643,1489,60,7
Z-346X,Gutekunst,4.032,2153.373,369.2956349,274940.6002,1489,60,7
Z-347I,Gutekunst,3.533,2444.711,421.4548542,313773.139,1489,60,7
Z-347X,Gutekunst,3.514,2457.378,423.7336369,315469.6927,1489,60,7
Z-348I,Gutekunst,3.071,2799.384,484.8583523,360977.0433,1489,60,7
Z-348X,Gutekunst,3.057,2812.051,487.0788355,362630.193,1489,60,7
Z-349I,Gutekunst,2.672,3204.725,557.260479,414880.4266,1489,60,7
Z-349X,Gutekunst,2.661,3217.392,559.5640737,416595.4528,1489,60,7
Z-350HI,Gutekunst,15,914.646,117.5333333,103605.6333,1763,50,7
Z-350HX,Gutekunst,14.83,924.923,118.8806473,104793.2906,1763,50,7
Z-350I,Gutekunst,2.364,3610.066,629.8646362,468934.2217,1489,60,7
Z-350X,Gutekunst,2.356,3622.733,632.0033956,470526.528,1489,60,7
Z-351I,Gutekunst,11.187,1202.399,157.5936355,138918.7897,1763,50,7
Z-351X,Gutekunst,11.086,1212.676,159.0294065,140184.4218,1763,50,7
Z-352I,Gutekunst,9.184,1449.045,191.9642857,169216.5179,1763,50,7
Z-352X,Gutekunst,9.116,1459.322,193.3962264,170478.7736,1763,50,7
Z-353I,Gutekunst,7.596,1736.799,232.0958399,204592.4829,1763,50,7
Z-353X,Gutekunst,7.55,1747.076,233.5099338,205839.0066,1763,50,7
Z-354I,Gutekunst,6.616,1983.445,266.4752116,234897.899,1763,50,7
Z-354X,Gutekunst,6.581,1993.722,267.8924176,236147.1661,1763,50,7
Z-355I,Gutekunst,5.75,2271.199,306.6086957,270275.5652,1763,50,7
Z-355X,Gutekunst,5.724,2281.476,308.0013976,271503.232,1763,50,7
Z-356I,Gutekunst,5.002,2600.06,352.4590164,310692.623,1763,50,7
Z-356X,Gutekunst,4.982,2610.337,353.8739462,311939.8836,1763,50,7
Z-357I,Gutekunst,4.427,2928.921,398.2380845,351046.8715,1763,50,7
Z-357X,Gutekunst,4.411,2939.198,399.6826117,352320.2222,1763,50,7
Z-359I,Gutekunst,5.45,2000.326,298.5321101,242855.8716,1627,80,8
Z-359X,Gutekunst,5.38,2022.802,302.4163569,246015.7063,1627,80,8
Z-360I,Gutekunst,4.065,2629.642,400.2460025,325600.123,1627,80,8
Z-360X,Gutekunst,4.029,2652.118,403.8222884,328509.4316,1627,80,8
Z-361I,Gutekunst,3.337,3169.056,487.56368,396633.0536,1627,80,8
Z-361X,Gutekunst,3.313,3191.532,491.0956837,399506.3387,1627,80,8
Z-362I,Gutekunst,2.76,3798.372,589.4927536,479552.3551,1627,80,8
Z-362X,Gutekunst,2.743,3820.848,593.1461903,482524.4258,1627,80,8
Z-363I,Gutekunst,2.404,4337.786,676.7886855,550567.5957,1627,80,8
Z-363X,Gutekunst,2.391,4360.261,680.4684233,553561.0623,1627,80,8
Z-364I,Gutekunst,2.09,4967.102,778.4688995,633284.4498,1627,80,8
Z-364X,Gutekunst,2.08,4989.577,782.2115385,636329.0865,1627,80,8
Z-365I,Gutekunst,1.818,5686.32,894.9394939,728033.2783,1627,80,8
Z-365X,Gutekunst,1.81,5708.796,898.8950276,731251.105,1627,80,8
Z-366HI,Gutekunst,8.54,1722.503,216.2763466,199731.2061,1847,70,8
Z-366HX,Gutekunst,8.44,1741.857,218.8388626,202097.6896,1847,70,8
Z-366I,Gutekunst,1.609,6405.539,1011.187073,822600.6837,1627,80,8
Z-366X,Gutekunst,1.603,6428.014,1014.971928,825679.6631,1627,80,8
Z-367I,Gutekunst,6.367,2264.414,290.0895241,267897.6755,1847,70,8
Z-367X,Gutekunst,6.309,2283.768,292.7563798,270360.5167,1847,70,8
Z-368I,Gutekunst,5.226,2728.909,353.4251818,326388.1554,1847,70,8
Z-368X,Gutekunst,5.188,2748.263,356.0138782,328778.8165,1847,70,8
Z-369I,Gutekunst,4.323,3270.82,427.2495952,394565.0012,1847,70,8
Z-369X,Gutekunst,4.297,3290.174,429.8347684,396952.4087,1847,70,8
Z-370I,Gutekunst,3.765,3735.316,490.5710491,453042.3639,1847,70,8
Z-370X,Gutekunst,3.745,3754.67,493.1909212,455461.8158,1847,70,8
Z-371I,Gutekunst,3.273,4277.227,564.3140849,521144.0574,1847,70,8
Z-371X,Gutekunst,3.257,4296.581,567.0862757,523704.1756,1847,70,8
Z-372I,Gutekunst,2.847,4896.554,648.7530734,599123.4633,1847,70,8
Z-372X,Gutekunst,2.835,4915.908,651.4991182,601659.4356,1847,70,8
Z-373HI,Gutekunst,14.47,1444.68,147.3393227,157063.718,2132,60,8
Z-373HX,Gutekunst,14.3,1460.912,149.0909091,158930.9091,2132,60,8
Z-373I,Gutekunst,2.519,5515.88,733.2274712,677135.5697,1847,70,8
Z-373X,Gutekunst,2.51,5535.234,735.8565737,679563.5458,1847,70,8
Z-374I,Gutekunst,10.792,1899.186,197.5537435,210592.2906,2132,60,8
Z-374X,Gutekunst,10.694,1915.418,199.3641294,212522.162,2132,60,8
Z-375I,Gutekunst,8.859,2288.763,240.6592166,256542.7249,2132,60,8
Z-375X,Gutekunst,8.793,2304.995,242.4655976,258468.3271,2132,60,8
Z-376I,Gutekunst,7.328,2743.269,290.9388646,310140.8297,2132,60,8
Z-376X,Gutekunst,7.283,2759.501,292.7365097,312057.1193,2132,60,8
Z-377I,Gutekunst,6.382,3132.845,334.0645566,356112.8173,2132,60,8
Z-377X,Gutekunst,6.348,3149.078,335.8538122,358020.1638,2132,60,8
Z-378I,Gutekunst,5.547,3587.351,384.3519019,409719.1275,2132,60,8
Z-378X,Gutekunst,5.521,3603.584,386.1619272,411648.6144,2132,60,8
Z-379I,Gutekunst,4.826,4106.787,441.7737257,470930.7915,2132,60,8
Z-379X,Gutekunst,4.806,4123.019,443.6121515,472890.5535,2132,60,8
Z-380HI,Gutekunst,27.47,1166.857,91.55442301,115129.6869,2515,50,8
Z-380HX,Gutekunst,27.14,1179.968,92.66764923,116529.5689,2515,50,8
Z-380I,Gutekunst,4.27,4626.222,499.2974239,532251.0539,2132,60,8
Z-380X,Gutekunst,4.255,4642.455,501.0575793,534127.3796,2132,60,8
Z-381I,Gutekunst,20.48,1533.958,122.8027344,154424.4385,2515,50,8
Z-381X,Gutekunst,20.296,1547.069,123.9160426,155824.4235,2515,50,8
Z-382I,Gutekunst,16.813,1848.616,149.5866294,188105.1865,2515,50,8
Z-382X,Gutekunst,16.688,1861.727,150.7070949,189514.1719,2515,50,8
Z-383I,Gutekunst,13.907,2215.717,180.8441792,227411.5553,2515,50,8
Z-383X,Gutekunst,13.821,2228.828,181.9694668,228826.6044,2515,50,8
Z-384I,Gutekunst,12.112,2530.375,207.6453104,261113.9779,2515,50,8
Z-384X,Gutekunst,12.048,2543.486,208.74834,262501.0375,2515,50,8
Z-385I,Gutekunst,10.528,2897.476,238.8867781,300400.1235,2515,50,8
Z-385X,Gutekunst,10.479,2910.587,240.0038172,301804.8001,2515,50,8
Z-386I,Gutekunst,9.158,3317.02,274.6232802,345338.7748,2515,50,8
Z-386X,Gutekunst,9.121,3330.131,275.7373095,346739.6667,2515,50,8
Z-387I,Gutekunst,8.104,3736.564,310.3405726,390253.27,2515,50,8
Z-387X,Gutekunst,8.075,3749.675,311.4551084,391654.7988,2515,50,8
HZE08/11,Knoerzer,3.25,2.09,17.23076923,482.4615385,,7.4,1.3
HZE08/12,Knoerzer,2.84,2.37,19.71830986,552.1126761,,7.4,1.3
HZE08/13,Knoerzer,2.4,2.79,23.33333333,653.3333333,,7.4,1.3
HZE08/14,Knoerzer,1.9,3.49,29.47368421,825.2631579,,7.4,1.3
HZE08/15,Knoerzer,1.57,4.19,35.66878981,998.7261146,,7.4,1.3
HZE08/16,Knoerzer,1.34,4.88,41.79104478,1170.149254,,7.4,1.3
HZE08/17,Knoerzer,1.17,5.58,47.86324786,1340.17094,,7.4,1.3
HZE08/18,Knoerzer,0.93,6.98,60.21505376,1686.021505,,7.4,1.3
HZE08/21,Knoerzer,2.15,2.4,23.25581395,581.3953488,,8.3,1.3
HTE08/22,Knoerzer,1.88,2.72,26.59574468,664.893617,,8.3,1.3
HZE08/23,Knoerzer,1.58,3.2,31.64556962,791.1392405,,8.3,1.3
HZE08/24,Knoerzer,1.25,4,40,1000,,8.3,1.3
HZE08/25,Knoerzer,1.04,4.8,48.07692308,1201.923077,,8.3,1.3
HZE08/26,Knoerzer,0.89,5.61,56.17977528,1404.494382,,8.3,1.3
HZE08/27,Knoerzer,0.77,6.41,64.93506494,1623.376623,,8.3,1.3
HZE08/28,Knoerzer,0.61,8.01,81.96721311,2049.180328,,8.3,1.3
HZE08/31,Knoerzer,1.44,2.75,30.55555556,672.2222222,,9.3,1.3
HZE08/32,Knoerzer,1.26,3.11,34.92063492,768.2539683,,9.3,1.3
HZE08/33,Knoerzer,1.06,3.66,41.50943396,913.2075472,,9.3,1.3
HZE08/34,Knoerzer,0.84,4.58,52.38095238,1152.380952,,9.3,1.3
HZE08/35,Knoerzer,0.7,5.49,62.85714286,1382.857143,,9.3,1.3
HZE08/36,Knoerzer,0.59,6.41,74.57627119,1640.677966,,9.3,1.3
HZE08/37,Knoerzer,0.52,7.32,84.61538462,1861.538462,,9.3,1.3
HZE08/38,Knoerzer,0.41,9.15,107.3170732,2360.97561,,9.3,1.3
HZE10/11,Knoerzer,4.15,4.17,20.48192771,870.4819277,,9.3,1.65
HZE10/12,Knoerzer,3.63,4.72,23.41597796,995.1790634,,9.3,1.65
HZE10/13,Knoerzer,3.06,5.55,27.77777778,1180.555556,,9.3,1.65
HZE10/14,Knoerzer,2.42,6.94,35.12396694,1492.768595,,9.3,1.65
HZE10/15,Knoerzer,2,8.33,42.5,1806.25,,9.3,1.65
HZE10/16,Knoerzer,1.71,9.72,49.70760234,2112.573099,,9.3,1.65
HZE10/17,Knoerzer,1.49,11.11,57.04697987,2424.496644,,9.3,1.65
HZE10/18,Knoerzer,1.19,13.88,71.42857143,3035.714286,,9.3,1.65
HZE10/21,Knoerzer,2.27,5.09,30.83700441,1079.295154,,11,1.65
HZE10/22,Knoerzer,1.99,5.77,35.1758794,1231.155779,,11,1.65
HZE10/23,Knoerzer,1.67,6.79,41.91616766,1467.065868,,11,1.65
HZE10/24,Knoerzer,1.33,8.49,52.63157895,1842.105263,,11,1.65
HZE10/25,Knoerzer,1.1,10.18,63.63636364,2227.272727,,11,1.65
HZE10/26,Knoerzer,0.94,11.88,74.46808511,2606.382979,,11,1.65
HZE10/27,Knoerzer,0.82,13.58,85.36585366,2987.804878,,11,1.65
HZE10/28,Knoerzer,0.65,16.97,107.6923077,3769.230769,,11,1.65
HZE11/11,Knoerzer,5.86,5.03,18.77133106,1032.423208,,9.5,1.8
HZE11/12,Knoerzer,5.13,5.7,21.44249513,1179.337232,,9.5,1.8
HZE11/13,Knoerzer,4.32,6.71,25.46296296,1400.462963,,9.5,1.8
HZE11/14,Knoerzer,3.42,8.39,32.16374269,1769.005848,,9.5,1.8
HZE11/15,Knoerzer,2.83,10.06,38.86925795,2137.809187,,9.5,1.8
HZE11/16,Knoerzer,2.41,11.74,45.64315353,2510.373444,,9.5,1.8
HZE11/17,Knoerzer,2.1,13.42,52.38095238,2880.952381,,9.5,1.8
HZE11/18,Knoerzer,1.67,16.77,65.86826347,3622.754491,,9.5,1.8
HZE11/21,Knoerzer,3.79,5.82,24.80211082,1165.699208,,10.7,1.8
HZE11/22,Knoerzer,3.32,6.59,28.31325301,1330.722892,,10.7,1.8
HZE11/23,Knoerzer,2.8,7.75,33.57142857,1577.857143,,10.7,1.8
HZE11/24,Knoerzer,2.21,9.69,42.53393665,1999.095023,,10.7,1.8
HZE11/25,Knoerzer,1.83,11.63,51.36612022,2414.20765,,10.7,1.8
HZE11/26,Knoerzer,1.56,13.57,60.25641026,2832.051282,,10.7,1.8
HZE11/27,Knoerzer,1.36,15.51,69.11764706,3248.529412,,10.7,1.8
HZE11/28,Knoerzer,1.08,19.38,87.03703704,4090.740741,,10.7,1.8
HZE13/01,Knoerzer,7.21,8.02,19.83356449,1418.099861,,11,2.1
HZE13/02,Knoerzer,6.31,9.09,22.66244057,1620.364501,,11,2.1
HZE13/03,Knoerzer,5.31,10.69,26.93032015,1925.517891,,11,2.1
HZE13/04,Knoerzer,4.21,13.36,33.96674584,2428.622328,,11,2.1
HZE13/05,Knoerzer,3.48,16.04,41.09195402,2938.074713,,11,2.1
HZE13/06,Knoerzer,2.97,18.71,48.14814815,3442.592593,,11,2.1
HZE13/07,Knoerzer,2.59,21.38,55.21235521,3947.683398,,11,2.1
HZE13/08,Knoerzer,2.06,26.73,69.41747573,4963.349515,,11,2.1
HZE13/11,Knoerzer,5.24,9,24.80916031,1612.59542,,12,2.1
HZE13/12,Knoerzer,4.58,10,28.38427948,1844.978166,,12,2.1
HZE13/13,Knoerzer,3.86,12,33.67875648,2189.119171,,12,2.1
HZE13/14,Knoerzer,3.06,15,42.48366013,2761.437908,,12,2.1
HZE13/15,Knoerzer,2.53,18,51.38339921,3339.920949,,12,2.1
HZE13/16,Knoerzer,2.16,21,60.18518519,3912.037037,,12,2.1
HZE13/17,Knoerzer,1.88,24,69.14893617,4494.680851,,12,2.1
HZE13/18,Knoerzer,1.5,30,86.66666667,5633.333333,,12,2.1
HZE13/21,Knoerzer,2.8,11,39.64285714,2200.178571,,14.3,2.1
HZE13/22,Knoerzer,2.45,12,45.30612245,2514.489796,,14.3,2.1
HZE13/23,Knoerzer,2.06,15,53.88349515,2990.533981,,14.3,2.1
HZE13/24,Knoerzer,1.63,18,68.09815951,3779.447853,,14.3,2.1
HZE13/25,Knoerzer,1.35,22,82.22222222,4563.333333,,14.3,2.1
HZE13/26,Knoerzer,1.15,26,96.52173913,5356.956522,,14.3,2.1
HZE13/27,Knoerzer,1.01,29,109.9009901,6099.50495,,14.3,2.1
HZE13/28,Knoerzer,0.8,37,138.75,7700.625,,14.3,2.1
HZE14/11,Knoerzer,6.29,11,25.43720191,2034.976153,,12.5,2.25
HZE14/12,Knoerzer,5.5,12,29.09090909,2327.272727,,12.5,2.25
HZE14/13,Knoerzer,4.63,14,34.55723542,2764.578834,,12.5,2.25
HZE14/14,Knoerzer,3.67,18,43.59673025,3487.73842,,12.5,2.25
HZE14/15,Knoerzer,3.03,21,52.80528053,4224.422442,,12.5,2.25
HZE14/16,Knoerzer,2.59,25,61.77606178,4942.084942,,12.5,2.25
HZE14/17,Knoerzer,2.26,28,70.79646018,5663.716814,,12.5,2.25
HZE14/18,Knoerzer,1.8,36,88.88888889,7111.111111,,12.5,2.25
HZE14/21,Knoerzer,3.68,13,36.14130435,2403.396739,,14.5,2.25
HZE14/22,Knoerzer,3.22,14,41.30434783,2746.73913,,14.5,2.25
HZE14/23,Knoerzer,2.71,17,49.07749077,3263.653137,,14.5,2.25
HZE14/24,Knoerzer,2.15,21,61.86046512,4113.72093,,14.5,2.25
HZE14/25,Knoerzer,1.78,25,74.71910112,4968.820225,,14.5,2.25
HZE14/26,Knoerzer,1.52,30,87.5,5818.75,,14.5,2.25
HZE14/27,Knoerzer,1.32,34,100.7575758,6700.378788,,14.5,2.25
HZE14/28,Knoerzer,1.05,42,126.6666667,8423.333333,,14.5,2.25
HZE16/21,Knoerzer,6.65,16,27.06766917,2436.090226,,14.5,2.55
HZE16/22,Knoerzer,5.82,18,30.92783505,2783.505155,,14.5,2.55
HZE16/23,Knoerzer,4.9,21,36.73469388,3306.122449,,14.5,2.55
HZE16/24,Knoerzer,3.88,27,46.39175258,4175.257732,,14.5,2.55
HZE16/25,Knoerzer,3.21,32,56.07476636,5046.728972,,14.5,2.55
HZE16/26,Knoerzer,2.74,38,65.69343066,5912.408759,,14.5,2.55
HZE16/27,Knoerzer,2.39,43,75.31380753,6778.242678,,14.5,2.55
HZE16/28,Knoerzer,1.9,54,94.73684211,8526.315789,,14.5,2.55
HZE16/31,Knoerzer,3.76,19,41.22340426,3194.81383,,17,2.55
HZE16/32,Knoerzer,3.29,22,47.11246201,3651.215805,,17,2.55
HZE16/33,Knoerzer,2.77,26,55.9566787,4336.642599,,17,2.55
HZE16/34,Knoerzer,2.2,32,70.45454545,5460.227273,,17,2.55
HZE16/35,Knoerzer,1.82,39,85.16483516,6600.274725,,17,2.55
HZE16/36,Knoerzer,1.55,45,100,7750,,17,2.55
HZE16/37,Knoerzer,1.35,52,114.8148148,8898.148148,,17,2.55
HZE16/38,Knoerzer,1.08,65,143.5185185,11122.68519,,17,2.55
HZE18/11,Knoerzer,10.01,21,25.27472527,3197.252747,,15,2.85
HZE18/12,Knoerzer,8.76,23,28.88127854,3653.481735,,15,2.85
HZE18/13,Knoerzer,7.37,27,34.32835821,4342.537313,,15,2.85
HZE18/14,Knoerzer,5.84,34,43.32191781,5480.222603,,15,2.85
HZE18/15,Knoerzer,4.83,41,52.38095238,6626.190476,,15,2.85
HZE18/16,Knoerzer,4.12,48,61.40776699,7768.082524,,15,2.85
HZE18/17,Knoerzer,3.59,55,70.4735376,8914.902507,,15,2.85
HZE18/18,Knoerzer,2.86,69,88.46153846,11190.38462,,15,2.85
HZE18/21,Knoerzer,6.34,24,35.01577287,3886.750789,,17,2.85
HZE18/22,Knoerzer,5.54,27,40.07220217,4448.01444,,17,2.85
HZE18/23,Knoerzer,4.67,32,47.53747323,5276.659529,,17,2.85
HZE18/24,Knoerzer,3.7,40,60,6660,,17,2.85
HZE18/25,Knoerzer,3.06,48,72.54901961,8052.941176,,17,2.85
HZE18/26,Knoerzer,2.61,56,85.05747126,9441.37931,,17,2.85
HZE18/27,Knoerzer,2.02,72,109.9009901,12199.0099,,17,2.85
HZE18/31,Knoerzer,4.26,27,44.60093897,4237.089202,,19,2.85
HZE18/32,Knoerzer,3.73,31,50.9383378,4839.142091,,19,2.85
HZE18/33,Knoerzer,3.14,36,60.50955414,5748.407643,,19,2.85
HZE18/34,Knoerzer,2.49,46,76.30522088,7248.995984,,19,2.85
HZE18/35,Knoerzer,2.06,55,92.23300971,8762.135922,,19,2.85
HZE18/36,Knoerzer,1.75,64,108.5714286,10314.28571,,19,2.85
HZE18/37,Knoerzer,1.53,73,124.1830065,11797.38562,,19,2.85
HZE18/38,Knoerzer,1.22,91,155.7377049,14795.08197,,19,2.85
HZE20/11,Knoerzer,10.63,29,29.16274694,4520.225776,,17,3.2
HZE20/12,Knoerzer,9.3,33,33.33333333,5166.666667,,17,3.2
HZE20/13,Knoerzer,7.83,39,39.59131545,6136.653895,,17,3.2
HZE20/14,Knoerzer,6.2,49,50,7750,,17,3.2
HZE20/15,Knoerzer,5.13,58,60.4288499,9366.471735,,17,3.2
HZE20/16,Knoerzer,4.38,68,70.77625571,10970.31963,,17,3.2
HZE20/17,Knoerzer,3.82,78,81.15183246,12578.53403,,17,3.2
HZE20/18,Knoerzer,3.04,97,101.9736842,15805.92105,,17,3.2
HZE20/21,Knoerzer,7.08,33,38.84180791,5340.748588,,19,3.2
HZE20/22,Knoerzer,6.2,38,44.35483871,6098.790323,,19,3.2
HZE20/23,Knoerzer,5.22,44,52.68199234,7243.773946,,19,3.2
HZE20/24,Knoerzer,4.13,56,66.58595642,9155.569007,,19,3.2
HZE20/25,Knoerzer,3.42,67,80.40935673,11056.28655,,19,3.2
HZE20/26,Knoerzer,2.92,78,94.17808219,12949.4863,,19,3.2
HZE20/27,Knoerzer,2.54,89,108.2677165,14886.81102,,19,3.2
HZE20/28,Knoerzer,2.02,111,136.1386139,18719.05941,,19,3.2
HZE20/31,Knoerzer,4.2,40,55.47619048,6462.97619,,22,3.2
HZE20/32,Knoerzer,3.68,45,63.31521739,7376.222826,,22,3.2
HZE20/33,Knoerzer,3.1,53,75.16129032,8756.290323,,22,3.2
HZE20/34,Knoerzer,2.45,66,95.10204082,11079.38776,,22,3.2
HZE20/35,Knoerzer,2.03,79,114.7783251,13371.67488,,22,3.2
HZE20/36,Knoerzer,1.73,93,134.6820809,15690.46243,,22,3.2
HZE20/37,Knoerzer,1.51,106,154.3046358,17976.49007,,22,3.2
HZE20/38,Knoerzer,1.2,132,194.1666667,22620.41667,,22,3.2
HZE22/11,Knoerzer,10.86,39,32.22836096,5639.963168,,19,3.5
HZE22/12,Knoerzer,9.5,45,36.84210526,6447.368421,,19,3.5
HZE22/13,Knoerzer,8,53,43.75,7656.25,,19,3.5
HZE22/14,Knoerzer,6.34,66,55.20504732,9660.883281,,19,3.5
HZE22/15,Knoerzer,5.24,79,66.79389313,11688.9313,,19,3.5
HZE22/16,Knoerzer,4.47,92,78.29977629,13702.46085,,19,3.5
HZE22/17,Knoerzer,3.9,105,89.74358974,15705.12821,,19,3.5
HZE22/18,Knoerzer,3.1,131,112.9032258,19758.06452,,19,3.5
HZE22/21,Knoerzer,7.55,44,42.38410596,6781.456954,,21,3.5
HZE22/22,Knoerzer,6.6,50,48.48484848,7757.575758,,21,3.5
HZE22/23,Knoerzer,5.56,59,57.55395683,9208.633094,,21,3.5
HZE22/24,Knoerzer,4.4,74,72.72727273,11636.36364,,21,3.5
HZE22/25,Knoerzer,3.64,89,87.91208791,14065.93407,,21,3.5
HZE22/26,Knoerzer,3.11,104,102.8938907,16463.02251,,21,3.5
HZE22/27,Knoerzer,2.71,119,118.0811808,18892.98893,,21,3.5
HZE22/28,Knoerzer,2.16,148,148.1481481,23703.7037,,21,3.5
HZE22/31,Knoerzer,4.69,52,57.56929638,7771.855011,,24,3.5
HZE22/32,Knoerzer,4.11,59,65.69343066,8868.613139,,24,3.5
HZE22/33,Knoerzer,3.46,69,78.03468208,10534.68208,,24,3.5
HZE22/34,Knoerzer,2.74,87,98.54014599,13302.91971,,24,3.5
HZE22/35,Knoerzer,2.27,104,118.9427313,16057.26872,,24,3.5
HZE22/36,Knoerzer,1.93,122,139.8963731,18886.01036,,24,3.5
HZE22/37,Knoerzer,1.69,139,159.7633136,21568.04734,,24,3.5
HZE22/38,Knoerzer,1.34,174,201.4925373,27201.49254,,24,3.5
HZE25/21,Knoerzer,13.88,56,33.14121037,7622.478386,,21,4
HZE25/22,Knoerzer,12.15,64,37.8600823,8707.81893,,21,4
HZE25/23,Knoerzer,10.23,75,44.9657869,10342.13099,,21,4
HZE25/24,Knoerzer,8.1,94,56.79012346,13061.7284,,21,4
HZE25/25,Knoerzer,6.7,112,68.65671642,15791.04478,,21,4
HZE25/26,Knoerzer,5.72,131,80.41958042,18496.5035,,21,4
HZE25/27,Knoerzer,4.98,150,92.36947791,21244.97992,,21,4
HZE25/28,Knoerzer,3.97,187,115.8690176,26649.87406,,21,4
HZE25/31,Knoerzer,9.95,63,42.21105528,8864.321608,,23,4
HZE25/32,Knoerzer,8.19,75,51.28205128,10769.23077,,23,4
HZE25/33,Knoerzer,6.63,92,63.34841629,13303.16742,,23,4
HZE25/34,Knoerzer,5.57,109,75.40394973,15834.82944,,23,4
HZE25/35,Knoerzer,4.8,125,87.5,18375,,23,4
HZE25/36,Knoerzer,3.98,150,105.5276382,22160.80402,,23,4
HZE25/37,Knoerzer,3.4,176,123.5294118,25941.17647,,23,4
HZE25/38,Knoerzer,2.84,209,147.8873239,31056.33803,,23,4
HZE25/41,Knoerzer,6.41,73,58.81435257,11086.50546,,26,4
HZE25/42,Knoerzer,5.61,82,67.20142602,12667.46881,,26,4
HZE25/43,Knoerzer,4.72,97,79.87288136,15056.03814,,26,4
HZE25/44,Knoerzer,3.74,121,100.802139,19001.20321,,26,4
HZE25/45,Knoerzer,3.09,145,122.0064725,22998.22006,,26,4
HZE25/46,Knoerzer,2.64,169,142.8030303,26918.37121,,26,4
HZE25/47,Knoerzer,2.3,194,163.9130435,30897.6087,,26,4
HZE25/48,Knoerzer,1.83,242,206.010929,38833.06011,,26,4
HZE28/21,Knoerzer,17.1,77,33.91812865,9836.25731,,23,4.5
HZE28/22,Knoerzer,14.97,87,38.74415498,11235.80494,,23,4.5
HZE28/23,Knoerzer,12.6,103,46.03174603,13349.20635,,23,4.5
HZE28/24,Knoerzer,9.98,128,58.11623246,16853.70741,,23,4.5
HZE28/25,Knoerzer,8.26,154,70.21791768,20363.19613,,23,4.5
HZE28/26,Knoerzer,7.04,179,82.38636364,23892.04545,,23,4.5
HZE28/27,Knoerzer,6.14,205,94.46254072,27394.13681,,23,4.5
HZE28/28,Knoerzer,4.89,256,118.609407,34396.72802,,23,4.5
HZE28/31,Knoerzer,10.9,89,45.87155963,11467.88991,,26,4.5
HZE28/32,Knoerzer,9.53,101,52.46589717,13116.47429,,26,4.5
HZE28/33,Knoerzer,8.03,119,62.26650062,15566.62516,,26,4.5
HZE28/34,Knoerzer,6.36,149,78.6163522,19654.08805,,26,4.5
HZE28/35,Knoerzer,5.26,179,95.05703422,23764.25856,,26,4.5
HZE28/36,Knoerzer,4.49,209,111.3585746,27839.64365,,26,4.5
HZE28/37,Knoerzer,3.91,238,127.8772379,31969.30946,,26,4.5
HZE28/38,Knoerzer,3.11,298,160.7717042,40192.92605,,26,4.5
HZE28/41,Knoerzer,7.36,102,58.42391304,12561.1413,,29,4.5
HZE28/42,Knoerzer,6.44,115,66.77018634,14355.59006,,29,4.5
HZE28/43,Knoerzer,5.43,136,79.18968692,17025.78269,,29,4.5
HZE28/44,Knoerzer,4.3,170,100,21500,,29,4.5
HZE28/45,Knoerzer,3.56,204,120.7865169,25969.10112,,29,4.5
HZE28/46,Knoerzer,3.03,238,141.9141914,30511.55116,,29,4.5
HZE28/47,Knoerzer,2.64,272,162.8787879,35018.93939,,29,4.5
HZE28/48,Knoerzer,2.1,340,204.7619048,44023.80952,,29,4.5
HZE32/11,Knoerzer,23.05,107,33.40563991,12861.17137,,25,5.1
